campus,title,dept,annual_ftr,ftr_basis,frac_fte,amt_from_gen_fund
Ann Arbor,leo lecturer ii,Coll of Arch & Urban Planning,55828.58,8-Month,1,55201.28
Ann Arbor,professor emeritus/a,IntMed-Geri & Palliative Med.,180000,12-Month,0.02,0
Ann Arbor,clinical lecturer,Neurology Department,75388,12-Month,1,0
Ann Arbor,assoc professor,LSA Anthropology,99580,9-Month,1,99580
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",59648.88,12-Month,0.4,23859.55
Ann Arbor,asst professor,Department of Radiology,106000,12-Month,1,0
Ann Arbor,leo lecturer iii,EECS - CSE Division,98105.57,9-Month,1,98105.57
Ann Arbor,clinical lecturer,Department of Radiology,200000,12-Month,1,0
Ann Arbor,professor,"Metabolism, Endo & Diabetes",225000,12-Month,1,0
Ann Arbor,leo lecturer iv,CoE Integrative Sys & Design,120868.2,9-Month,0.5,60434.1
Ann Arbor,clinical professor,Obstetrics and Gynecology Dept,233000,12-Month,0.85,20971.51
Ann Arbor,asst professor,Human Genetics Department,131193.92,12-Month,1,43293.99
Ann Arbor,clinical lecturer,Dermatology Department,85000,12-Month,0.7,0
Ann Arbor,assoc professor,G. Ford Sc Pub Pol,138690,9-Month,1,104017.5
Ann Arbor,professor,Psychiatry Department,182255,12-Month,0.5,19244.5
Ann Arbor,clinical lecturer,Int Med-Cardiology,80000,12-Month,1,0
Ann Arbor,professor,Int Med-Pulm./Critical Care,225000,12-Month,1,25830
Ann Arbor,asst professor,Biostatistics Department,102900,9-Month,1,21609
Ann Arbor,leo lecturer iv,Nutritional Sciences,129513.74,12-Month,0.5,0
Ann Arbor,professor,LSA History,119861,9-Month,1,119861
Ann Arbor,assoc professor,Epidemiology Department,116000,9-Month,1,87000
Ann Arbor,assoc professor,Ross School of Business,205000,9-Month,1,63980.5
Ann Arbor,assoc professor,LSA Mathematics,132618,9-Month,1,132618
Ann Arbor,professor,Orthopaedic Surgery,210000,12-Month,1,0
Ann Arbor,professor,Psychiatry Department,220000,12-Month,1,10337.8
Ann Arbor,professor,Microbiology and Immunology,152070.46,12-Month,1,152070.46
Ann Arbor,asst professor,"School of Music,Theatre&Dance",72000,9-Month,1,72000
Ann Arbor,asst professor,LSA Mathematics,59476,9-Month,0.5,0
Ann Arbor,clinical professor,Law School,99655,12-Month,1,0
Ann Arbor,professor,LSA Romance Languages & Lit.,145559,9-Month,0.7,101891.3
Ann Arbor,leo lecturer iii,LSA Middle East Studies,74160,9-Month,1,0
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",64658.7,12-Month,0.1,6465.87
Ann Arbor,assoc professor,LSA Statistics,119444,9-Month,1,95555.2
Ann Arbor,leo lecturer ii,Coll of Arch & Urban Planning,63953.38,9-Month,0.5,31976.69
Ann Arbor,professor,Civil & Environmental Engr,146457,9-Month,1,146457
Ann Arbor,leo lecturer iv,G. Ford Sc Pub Pol,87893.74,9-Month,1,87893.74
Ann Arbor,leo lecturer iii,CoE Technical Communications,107000,9-Month,0.5,53500
Ann Arbor,professor,Biological Chemistry Dept,225000,12-Month,1,124688.25
Ann Arbor,leo lecturer iii,School of Information,191429,9-Month,0.55,105285.95
Ann Arbor,leo adjunct lecturer,LSA UG: Curriculum Support,52530,8-Month,0.33,17505.6
Ann Arbor,leo lecturer i,LSA Psychology,51000,8-Month,0.33,16804.8
Ann Arbor,research asst professor,Psychiatry Department,82768.28,12-Month,0.66,0
Ann Arbor,assoc professor,Sch for Environ and Sustain,113300,9-Month,1,113300
Ann Arbor,professor,"School of Music,Theatre&Dance",100940.12,9-Month,1,100940.12
Ann Arbor,clinical lecturer,Int Med-Gastroenterology,225000,12-Month,1,0
Ann Arbor,leo lecturer i,LSA Middle East Studies,52787.52,8-Month,1,52194.4
Ann Arbor,leo intermittent lecturer,Ross School of Business,137247.5,8-Month,0.66,90481.6
Ann Arbor,professor,Epidemiology Department,175025,9-Month,0.6,14257.89
Ann Arbor,asst professor,Ross School of Business,194000,9-Month,1,141600.6
Ann Arbor,leo adjunct lecturer,LSA Philosophy,52530,8-Month,0.33,0
Ann Arbor,leo lecturer iii,LSA English Language & Lit.,70735.25,9-Month,1,70735.25
Ann Arbor,professor,Family Medicine,204300,12-Month,1,21962.25
Ann Arbor,professor,Hlth Behavior & Hlth Ed Dept,168425,9-Month,1,73719.62
Ann Arbor,leo lecturer ii,LSA Romance Languages & Lit.,55828.58,9-Month,1,55828.58
Ann Arbor,assoc professor,Coll of Arch & Urban Planning,118475,9-Month,1,118475
Ann Arbor,clinical professor,G. Ford Sc Pub Pol,180428,12-Month,1,0
Ann Arbor,leo lecturer ii,School of Kinesiology,58932.04,8-Month,0.5,29134.96
Ann Arbor,professor,Obstetrics and Gynecology Dept,233000,12-Month,1,0
Ann Arbor,assoc professor,School of Nursing,175578.21,9-Month,1,175578.21
Ann Arbor,asst professor,LSA Ecology & Evolutionary Bio,86406,9-Month,1,86406
Ann Arbor,assoc professor,Anesthesiology Department,142809,12-Month,1,0
Ann Arbor,professor,LSA Communication and Media,178613,9-Month,1,178613
Ann Arbor,professor emeritus/a,DLHS Administration,212002.9,12-Month,0.3,42400.79
Ann Arbor,assoc professor,LSA Communication and Media,118310,9-Month,0.5,59155
Ann Arbor,assoc professor,Program in the Environment,118312.68,9-Month,0.5,59156.34
Ann Arbor,professor,LSA English Language & Lit.,124800,9-Month,1,124800
Ann Arbor,professor,LSA Astronomy,148220,9-Month,1,148220
Ann Arbor,leo lecturer i,LSA Romance Languages & Lit.,52530,8-Month,1,51939.76
Ann Arbor,leo lecturer i,LSA Economics,77250,8-Month,1,76382.08
Ann Arbor,asst professor,LSA Communication and Media,81500,9-Month,1,81500
Ann Arbor,professor,Int Med-Gastroenterology,225000,12-Month,1,0
Ann Arbor,assoc professor,LSA American Culture,100000,9-Month,0.25,25000
Ann Arbor,professor,LSA UG: Honors,100000,9-Month,0.25,25000
Ann Arbor,asst professor,LSA Political Science,106532,9-Month,1,106532
Ann Arbor,assoc professor,Anesthesiology Department,155000,12-Month,1,0
Ann Arbor,assoc professor,School of Kinesiology,105465.81,9-Month,1,84372.65
Ann Arbor,assoc professor,DENT Orthodontics,264913.84,12-Month,1,171340.97
Ann Arbor,clinical lecturer,DENT OM Surgery/HD,67000,12-Month,1,67000
Ann Arbor,professor,Law School,295180,9-Month,0.58,171204.4
Ann Arbor,asst professor,LSA Classical Studies,79158,9-Month,0.5,39579
Ann Arbor,assoc professor,School of Kinesiology,113850,9-Month,1,91080
Ann Arbor,assoc professor,G. Ford Sc Pub Pol,166000,9-Month,0.5,83000
Ann Arbor,assoc professor,G. Ford Sc Pub Pol,166000,9-Month,0.5,83000
Ann Arbor,professor,LSA English Language & Lit.,128272,9-Month,0.5,64136
Ann Arbor,professor,LSA History,128272,9-Month,0.5,64136
Ann Arbor,asst professor,School of Social Work,104353.13,9-Month,1,73047.19
Ann Arbor,professor,Int Med-General Medicine,221101,12-Month,0.72,21953.35
Ann Arbor,leo lecturer ii,Stamps School of Art & Design,98725.32,9-Month,0.5,49362.66
Ann Arbor,leo adjunct lecturer,Epidemiology Department,52530,8-Month,0.25,12984.96
Ann Arbor,leo lecturer ii,CoE Ctr for Entrepreneurship,86034.33,9-Month,0.1,8603.43
Ann Arbor,leo lecturer ii,"School of Music,Theatre&Dance",101387.6,9-Month,0.12,12673.45
Ann Arbor,asst professor,Int Med-Cardiology,207900,12-Month,1,3738.04
Ann Arbor,professor,Int Med-Hematology/Oncology,225000,12-Month,0.8,9865.8
Ann Arbor,professor,EECS - CSE Division,227849,9-Month,1,125316.95
Ann Arbor,professor,Civil & Environmental Engr,224635,9-Month,1,224635
Ann Arbor,clinical professor,Radiation Oncology - Ann Arbor,291568.23,12-Month,0.8,0
Ann Arbor,professor,"Metabolism, Endo & Diabetes",225000,12-Month,1,0
Ann Arbor,professor,Int Med-General Medicine,212380,12-Month,0.54,0
Ann Arbor,clinical lecturer,"Metabolism, Endo & Diabetes",85016.72,12-Month,0.29,0
Ann Arbor,professor,LSA Statistics,243636,9-Month,1,243636
Ann Arbor,assoc professor,MSA ULAM Faculty,131480.01,12-Month,1,98610.01
Ann Arbor,research associate professor,Biostatistics Department,108640,12-Month,1,0
Ann Arbor,professor,Nuclear Eng & Radiological Sci,197760,9-Month,1,138432
Ann Arbor,professor,LSA Linguistics,115817,9-Month,1,115817
Ann Arbor,leo intermittent lecturer,School of Social Work,52544,8-Month,0.5,25976.8
Ann Arbor,professor,School of Information,172789.71,9-Month,1,172789.71
Ann Arbor,asst professor,Cell and Developmental Biology,125500,12-Month,1,62750
Ann Arbor,asst professor,LSA Mathematics,59000,9-Month,1,59000
Ann Arbor,clinical professor,Neurology Department,212875,12-Month,1,0
Ann Arbor,clinical professor,Family Medicine,203300,12-Month,1,0
Ann Arbor,clinical lecturer,Family Medicine,120288,12-Month,1,1202.88
Ann Arbor,asst professor,Hlth Behavior & Hlth Ed Dept,105700,9-Month,1,21140
Ann Arbor,assoc professor,School of Kinesiology,106798.3,9-Month,1,106798.3
Ann Arbor,professor,Int Med-General Medicine,225000,12-Month,0.76,0
Ann Arbor,assoc professor,Psychiatry Department,179822.55,12-Month,1,82718.37
Ann Arbor,professor,LSA Germanic Languages & Lit.,136000,9-Month,1,136000
Ann Arbor,asst professor,LSA Economics,159500,9-Month,1,79750
Ann Arbor,leo intermittent lecturer,School of Social Work,51008,8-Month,0.25,12608.72
Ann Arbor,asst professor,Int Med-Cardiology,201271,12-Month,1,50953.77
Ann Arbor,professor,Department of Radiology,200000,12-Month,0.5,0
Ann Arbor,leo lecturer ii,LSA Statistics,60242.33,8-Month,1,59565.44
Ann Arbor,professor,GSA - Administration (GSA/ADM),220000,12-Month,1,0
Ann Arbor,assoc professor,School of Information,145071.97,9-Month,0.5,72536
Ann Arbor,research associate professor,ICPSR - Business and Collectio,169744,12-Month,0.5,0
Ann Arbor,leo adjunct lecturer,LSA Statistics,60031.9,8-Month,0.33,19780.88
Ann Arbor,asst professor,Biostatistics Department,100000,9-Month,1,85000
Ann Arbor,assoc professor,GSA - Administration (GSA/ADM),220000,12-Month,0.8,0
Ann Arbor,leo lecturer iv,LSA Romance Languages & Lit.,63335.03,9-Month,1,63335.03
Ann Arbor,professor,LSA Earth & Environmental Sci.,117156.38,9-Month,1,117156.38
Ann Arbor,assoc professor,"School of Music,Theatre&Dance",87367.59,9-Month,1,87367.59
Ann Arbor,professor,Vascular Surgery Section,220000,12-Month,0.63,0
Ann Arbor,leo lecturer i,LSA History of Art,52530,8-Month,0.66,34630.88
Ann Arbor,leo lecturer ii,CoE Ctr for Entrepreneurship,76333.18,8-Month,0.4,30190.24
Ann Arbor,assoc professor,LSA Romance Languages & Lit.,86603,9-Month,1,86603
Ann Arbor,assoc professor,Int Med-Hematology/Oncology,225000,12-Month,1,8586
Ann Arbor,leo lecturer iv,G. Ford Sc Pub Pol,115974.55,9-Month,1,115974.55
Ann Arbor,assoc professor,"LSA Film,Television,and Media",93500,9-Month,1,93500
Ann Arbor,professor,SOE-Educational Studies,174515,9-Month,1,130886.25
Ann Arbor,professor,"Metabolism, Endo & Diabetes",225000,12-Month,1,0
Ann Arbor,research professor,UMOR Functional MRI Lab (fMRI),138355,12-Month,1,15219.05
Ann Arbor,professor,COE EECS - ECE Division,233069,9-Month,1,34960.35
Ann Arbor,leo lecturer iv,Sch of Public Hlth-Dean's Ofc,74345.75,9-Month,0.8,49566.01
Ann Arbor,asst professor,Materials Science & Engin.,108000,9-Month,1,102600
Ann Arbor,asst professor,Urology,205000,12-Month,1,0
Ann Arbor,professor,SOE-Educational Studies,151525,9-Month,1,146979.25
Ann Arbor,professor,School of Social Work,189420,9-Month,1,0
Ann Arbor,professor,LSA Romance Languages & Lit.,123603,9-Month,1,123603
Ann Arbor,assoc professor,Coll of Arch & Urban Planning,95368,9-Month,0.37,35763
Ann Arbor,assoc professor,LSA Slavic Languages & Lit.,86140,9-Month,0.12,10767.5
Ann Arbor,professor,"School of Music,Theatre&Dance",141311.13,9-Month,1,141311.13
Ann Arbor,professor,Pediatrics-Pulmonary Medicine,227010,12-Month,1,2270.1
Ann Arbor,professor,Law School,228937,9-Month,1,0
Ann Arbor,asst professor,PHARMACY Clinical Pharmacy,124583,12-Month,1,119599.68
Ann Arbor,professor,LSA Comparative Literature,159271,9-Month,0.5,0
Ann Arbor,professor,LSA History of Art,159271,9-Month,0.25,39817.75
Ann Arbor,professor,LSA Philosophy,159271,9-Month,0.25,39817.75
Ann Arbor,professor,Law School,323663,9-Month,1,129465.2
Ann Arbor,professor,Molec & Integrative Physiology,178964.44,12-Month,0.9,12527.87
Ann Arbor,professor,Biomedical Engineering,170441,12-Month,0.1,11930.87
Ann Arbor,professor,Ross School of Business,200000,9-Month,1,200000
Ann Arbor,leo lecturer ii,LSA Romance Languages & Lit.,55828.58,9-Month,1,55828.58
Ann Arbor,clinical lecturer,Obstetrics and Gynecology Dept,63236,12-Month,0.25,0
Ann Arbor,assoc professor,LSA Earth & Environmental Sci.,106067.5,9-Month,1,106067.5
Ann Arbor,leo lecturer ii,LSA Sweetland Writing Center,59122,9-Month,1,59122
Ann Arbor,clinical professor,Int Med-Nephrology,225000,12-Month,1,3260.25
Ann Arbor,professor,"DENTCariology,Restor Sci &Endo",195171.27,9-Month,0.6,117102.76
Ann Arbor,assoc professor,"DENTCariology,Restor Sci &Endo",159909.07,9-Month,0.6,95945.44
Ann Arbor,professor,LSA Political Science,180326,9-Month,1,180326
Ann Arbor,research associate professor,SRC-Social Envir & Health,180000,12-Month,1,0
Ann Arbor,assoc professor,Psychiatry Department,158355,12-Month,1,13460.18
Ann Arbor,leo lecturer iv,LSA UG: InterGroup Relations,60242.33,9-Month,1,60242.33
Ann Arbor,leo intermittent lecturer,Ross School of Business,142384.56,8-Month,0.33,46395.2
Ann Arbor,research professor,Comp Med and Bioinformatics,211201.2,12-Month,0.5,0
Ann Arbor,professor,Int Med-Gastroenterology,225000,12-Month,1,24714
Ann Arbor,professor,LSA Romance Languages & Lit.,112075,9-Month,1,112075
Ann Arbor,leo lecturer iv,LSA Romance Languages & Lit.,74412.76,9-Month,1,74412.76
Ann Arbor,leo lecturer iv,CoE Undergraduate Education,83563.03,9-Month,0.3,25068.91
Ann Arbor,leo lecturer iv,CoE Undergraduate Education,79016,9-Month,0.75,59262
Ann Arbor,asst professor,Neurology Department,139915,12-Month,1,0
Ann Arbor,assoc professor,LSA Asian Languages & Cultures,101321,9-Month,1,101321
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",62000,12-Month,0.49,30380
Ann Arbor,clinical lecturer,Urology,82173,12-Month,1,0
Ann Arbor,leo lecturer ii,G. Ford Sc Pub Pol,128515.08,8-Month,0.33,42314.64
Ann Arbor,professor,School of Social Work,246337.51,12-Month,0.25,30016.23
Ann Arbor,leo lecturer iii,CoE Technical Communications,62817.13,9-Month,1,62817.13
Ann Arbor,professor,LSA Economics,326760,9-Month,0.5,163380
Ann Arbor,professor,Law School,311344,9-Month,0.5,31134.4
Ann Arbor,leo lecturer ii,Ross School of Business,145445.09,9-Month,1,145445.09
Ann Arbor,leo lecturer ii,LSA English Language & Lit.,61938.85,8-Month,1,61242.96
Ann Arbor,research asst professor,Int Med-Nephrology,79147,12-Month,1,0
Ann Arbor,leo lecturer i,Stamps School of Art & Design,52530,8-Month,0.67,34799.68
Ann Arbor,leo lecturer i,CoE Undergraduate Education,52530,8-Month,0.25,12984.96
Ann Arbor,leo lecturer i,Stamps School of Art & Design,52530,8-Month,0.58,30125.04
Ann Arbor,leo intermittent lecturer,Law School,257334.14,8-Month,0.2,50888.56
Ann Arbor,professor,Pediatric Surgery Section,220000,12-Month,0.7,0
Ann Arbor,professor,Psychiatry Department,220000,12-Month,1,7326
Ann Arbor,leo lecturer iii,Chemical Engineering Dept,89738.75,9-Month,1,89738.75
Ann Arbor,leo lecturer ii,Law School,215084.79,9-Month,0.62,0
Ann Arbor,professor,Health Management and Policy,175987,9-Month,1,50288.29
Ann Arbor,professor,COE EECS - ECE Division,194300,9-Month,1,106865
Ann Arbor,professor,Ophthalmology & Visual Science,191115,12-Month,1,0
Ann Arbor,leo lecturer i,Stamps School of Art & Design,52530,8-Month,1,51939.76
Ann Arbor,asst professor,LSA Organizational Studies,90844,9-Month,0.5,45422
Ann Arbor,asst professor,LSA Psychology,90844,9-Month,0.5,45422
Ann Arbor,assoc professor,LSA Mathematics,150000,9-Month,1,115500
Ann Arbor,clinical professor,Pediatrics-Neurology,222878,12-Month,1,6686.34
Ann Arbor,professor,LSA Mathematics,249878.74,9-Month,1,237384.8
Ann Arbor,adjunct clin asst professor,DENT Hospital Dentistry,74648.7,12-Month,0.15,0
Ann Arbor,assoc professor,Pathology Department,176261,12-Month,1,0
Ann Arbor,clinical professor,"Metabolism, Endo & Diabetes",216492,12-Month,0.75,0
Ann Arbor,clinical professor,Department of Radiology,200000,12-Month,0.8,0
Ann Arbor,leo lecturer iv,LSA Psychology,82224.05,9-Month,1,82224.05
Ann Arbor,assoc professor,Urban and Regional Planning,85982,9-Month,0.5,42991
Ann Arbor,professor,Int Med-General Medicine,225000,12-Month,0.39,0
Ann Arbor,professor,Ross School of Business,244200,9-Month,1,101904.66
Ann Arbor,asst professor,School of Nursing,93636,9-Month,1,93636
Ann Arbor,leo lecturer i,LSA UG: Curriculum Support,52530,8-Month,0.33,17308.96
Ann Arbor,professor,LSA Romance Languages & Lit.,116939,9-Month,0.75,87704.25
Ann Arbor,professor,LSA UG: Honors,116939,9-Month,0.25,29234.75
Ann Arbor,leo lecturer i,LSA Asian Languages & Cultures,52530,8-Month,0.8,41551.84
Ann Arbor,professor,LSA American Culture,110000,9-Month,0.5,0
Ann Arbor,professor,LSA History,110000,9-Month,0.5,0
Ann Arbor,professor,COE EECS - ECE Division,160000,9-Month,0.75,111999.6
Ann Arbor,leo intermittent lecturer,School of Information,95992,8-Month,0.25,23728.32
Ann Arbor,professor,Pathology Department,205867.33,12-Month,0.5,0
Ann Arbor,research professor,Mary H Weiser Food Allergy Ctr,205870.22,12-Month,0.5,0
Ann Arbor,leo lecturer ii,Stamps School of Art & Design,58403.03,8-Month,1,57746.8
Ann Arbor,leo lecturer iv,CoE Undergraduate Education,76815.41,9-Month,1,76815.41
Ann Arbor,professor,Otorhinolaryngology Department,240000,12-Month,1,0
Ann Arbor,leo adjunct lecturer,CoE Undergraduate Education,93514.4,8-Month,0.2,18708.88
Ann Arbor,leo lecturer ii,LSA Psychology,56100,8-Month,0.33,18485.28
Ann Arbor,asst professor,LSA Earth & Environmental Sci.,90000,9-Month,1,90000
Ann Arbor,assoc professor,Pharmacology Department,163909,12-Month,1,82774.05
Ann Arbor,professor,Urology,245000,12-Month,1,19230.05
Ann Arbor,professor,Urology,245000,12-Month,0.6,0
Ann Arbor,leo lecturer iv,"LSA Film,Television,and Media",80462.29,9-Month,1,80462.29
Ann Arbor,professor,LSA History of Art,123990,9-Month,0.5,61995
Ann Arbor,professor,Int Med-Rheumatology,225000,12-Month,0.8,21699
Ann Arbor,professor,Pharmacology Department,168529,12-Month,1,136306.26
Ann Arbor,leo lecturer i,EECS - CSE Division,119694.78,8-Month,1,118349.92
Ann Arbor,asst professor,LSA Mathematics,59000,9-Month,1,59000
Ann Arbor,leo lecturer i,SMTD Department of Theatre,52787.58,8-Month,0.25,13048.64
Ann Arbor,leo lecturer ii,SOE- Teacher Education,55470.08,8-Month,0.12,6855.84
Ann Arbor,professor,"School of Music,Theatre&Dance",103470.98,9-Month,1,103470.98
Ann Arbor,professor,Ross School of Business,460000,9-Month,1,418140
Ann Arbor,leo lecturer ii,LSA Asian Languages & Cultures,56100,8-Month,1,55469.68
Ann Arbor,clinical lecturer,Anesthesiology Department,185000,12-Month,1,0
Ann Arbor,leo lecturer ii,LSA Political Science,61566.22,8-Month,0.33,20286.48
Ann Arbor,clinical professor,PM&R,228752.7,12-Month,1,0
Ann Arbor,professor,School of Kinesiology,187103.81,9-Month,1,187103.81
Ann Arbor,asst professor,LSA Biophysics,91350,9-Month,0.5,45675
Ann Arbor,asst professor,LSA Complex Systems,91350,9-Month,0.5,45675
Ann Arbor,leo lecturer iv,CoE Integrative Sys & Design,94801.57,12-Month,1,94801.57
Ann Arbor,professor,Cell and Developmental Biology,157709.48,12-Month,1,149824.01
Ann Arbor,leo lecturer ii,LSA UG: Comprehensive Studies,55828.58,8-Month,1,55201.36
Ann Arbor,clinical lecturer,Psychiatry Department,93730,12-Month,1,5736.28
Ann Arbor,leo lecturer ii,LSA UG: Residential College,55828.58,8-Month,0.33,18395.84
